Time,Radiation [W/m^2],Radiation  S.D,Radiation  VARIANCE,Wind Speed [m/s],Wind Speed S.D,Wind Speed VARIANCE,Wind Direction [Deg],Wind Direction S.D,Wind Direction VARIANCE,TC8 Temp [C],TC2 Temp [C],TC9 Temp [C],TC6 Temp [C],TC10 Temp [C],TC12 Temp [C],TC13 Temp [C],TC14 Temp [C],TC8 S.D,TC2 S.D,TC9 S.D,TC6 S.D,TC10 S.D,TC12 S.D,TC13 S.D,TC14 S.D,TC8 Variance,TC2 Variance,TC9 Variance,TC6 Variance,TC10 Variance,TC12 Variance,TC13 Variance,TC14 Variance
3709804095.537835,50.459094,0.000187,0.000000,0.042965,0.000187,0.000000,234.529443,0.004409,0.000019,34.349354,38.245810,34.241179,32.808589,34.994973,32.975153,31.614416,32.153672,0.023159,0.015398,0.009949,0.007574,0.026714,0.023537,0.007789,0.089124,0.000536,0.000237,0.000099,0.000057,0.000714,0.000554,0.000061,0.007943
3709804441.942616,45.485815,0.000948,0.000001,0.044262,0.000355,0.000000,234.069442,0.000501,0.000000,34.038418,37.839366,33.757043,32.833624,34.171188,33.019448,31.651101,31.962650,0.026151,0.024214,0.035003,0.007069,0.039015,0.012705,0.009185,0.035826,0.000684,0.000586,0.001225,0.000050,0.001522,0.000161,0.000084,0.001284
3709804791.943087,95.840270,0.004065,0.000017,0.051179,0.000348,0.000000,243.970973,0.003156,0.000010,33.499259,37.165032,33.020836,32.876766,32.563988,33.081323,31.717325,31.028766,0.028558,0.032587,0.049144,0.005012,0.037981,0.010760,0.007615,0.034036,0.000816,0.001062,0.002415,0.000025,0.001443,0.000116,0.000058,0.001158
3709805141.942579,35.539256,0.000232,0.000000,0.058961,0.000222,0.000000,241.960767,0.002991,0.000009,33.086786,36.892850,32.633625,32.818959,32.759639,32.993083,31.631566,31.335990,0.006147,0.007783,0.010157,0.002750,0.013185,0.017164,0.004345,0.081254,0.000038,0.000061,0.000103,0.000008,0.000174,0.000295,0.000019,0.006602
3709805491.944260,46.107475,0.000302,0.000000,0.061555,0.000355,0.000000,241.850366,0.000302,0.000000,32.845640,36.673774,32.340605,32.796136,32.494637,32.977257,31.603044,31.620940,0.008404,0.008026,0.020426,0.007539,0.031502,0.015253,0.008128,0.135502,0.000071,0.000064,0.000417,0.000057,0.000992,0.000233,0.000066,0.018361
3709805841.942753,38.025895,0.000288,0.000000,0.060907,0.000339,0.000000,241.822766,0.000379,0.000000,33.031653,36.785551,32.630618,32.794045,33.088947,32.964039,31.596966,31.563087,0.004026,0.005260,0.012391,0.006948,0.023203,0.012841,0.005006,0.114208,0.000016,0.000028,0.000154,0.000048,0.000538,0.000165,0.000025,0.013044
3709806191.944223,28.700996,0.000230,0.000000,0.057448,0.000170,0.000000,229.513128,0.007319,0.000054,33.112956,36.640223,32.472173,32.845596,32.558690,33.033736,31.659401,31.202797,0.020321,0.028434,0.042543,0.004214,0.099188,0.016838,0.007722,0.115941,0.000413,0.000808,0.001810,0.000018,0.009838,0.000284,0.000060,0.013442
3709806541.942692,28.079336,0.000222,0.000000,0.090521,0.013868,0.000192,237.887454,0.001956,0.000004,32.687061,36.150003,31.758627,32.852427,31.552880,33.039529,31.679335,31.009226,0.029030,0.022447,0.043926,0.008457,0.009233,0.016651,0.009643,0.112225,0.000843,0.000504,0.001930,0.000072,0.000085,0.000277,0.000093,0.012595
3709806891.943162,28.700996,0.000317,0.000000,0.063285,0.000271,0.000000,238.832757,0.002245,0.000005,32.380554,35.914194,31.642908,32.782120,31.643315,32.953701,31.593575,31.219586,0.006956,0.009827,0.009378,0.003791,0.010368,0.008638,0.004884,0.109419,0.000048,0.000097,0.000088,0.000014,0.000108,0.000075,0.000024,0.011972
3709807241.942632,38.647555,0.000346,0.000000,0.061123,0.000348,0.000000,229.175026,0.000609,0.000000,32.423782,35.904605,31.667913,32.805728,31.718958,32.963068,31.598633,31.281220,0.006032,0.010837,0.006630,0.005462,0.009212,0.014043,0.008457,0.066589,0.000036,0.000117,0.000044,0.000030,0.000085,0.000197,0.000072,0.004434
3709807591.943079,60.405653,0.000173,0.000000,0.057664,0.000222,0.000000,228.280324,0.000532,0.000000,32.488932,36.084982,31.936823,32.803886,31.996375,32.956075,31.587300,31.952072,0.007145,0.014610,0.038692,0.004301,0.007576,0.010635,0.007949,0.235252,0.000051,0.000213,0.001497,0.000018,0.000057,0.000113,0.000063,0.055344
3709807941.942550,82.785411,0.000450,0.000000,0.053125,0.000230,0.000000,231.146133,0.000509,0.000000,32.710800,36.435267,32.279617,32.849507,31.792466,33.001930,31.626665,31.581744,0.006314,0.023396,0.049377,0.007552,0.010958,0.009422,0.007733,0.048013,0.000040,0.000547,0.002438,0.000057,0.000120,0.000089,0.000060,0.002305
3709808291.943019,42.999175,0.000222,0.000000,0.049018,0.000491,0.000000,230.644731,0.002665,0.000007,32.871569,36.382423,32.636428,32.864346,31.976284,33.007235,31.639103,31.487612,0.006273,0.026930,0.040641,0.006546,0.008449,0.015448,0.008365,0.106868,0.000039,0.000725,0.001652,0.000043,0.000071,0.000239,0.000070,0.011421
3709808641.942521,53.567394,0.000317,0.000000,0.053341,0.000271,0.000000,230.929932,0.000317,0.000000,32.748834,36.243150,32.356360,32.898569,31.745576,33.043877,31.665381,31.141410,0.005242,0.017856,0.017858,0.006361,0.028209,0.012445,0.007305,0.041623,0.000027,0.000319,0.000319,0.000040,0.000796,0.000155,0.000053,0.001732
3709808991.943014,84.650391,0.000277,0.000000,0.080146,0.009464,0.000090,230.833332,0.002821,0.000008,32.876229,36.232229,32.298589,32.872100,32.141954,33.004454,31.628529,31.193970,0.023044,0.023246,0.013952,0.005441,0.047697,0.007833,0.010181,0.266911,0.000531,0.000540,0.000195,0.000030,0.002275,0.000061,0.000104,0.071241
3709809341.942484,38.025895,0.000242,0.000000,0.063068,0.000259,0.000000,228.892126,0.000404,0.000000,32.784539,35.993354,32.204453,32.885796,31.578242,33.013289,31.632049,31.760143,0.018259,0.047951,0.017129,0.007522,0.013469,0.014439,0.008797,0.280844,0.000333,0.002299,0.000293,0.000057,0.000181,0.000208,0.000077,0.078873
3709809691.942955,26.836017,0.000288,0.000000,0.070850,0.000208,0.000000,245.594778,0.001984,0.000004,32.446603,35.531517,31.442694,32.948521,30.722315,33.096217,31.714174,30.409431,0.031316,0.030717,0.046072,0.005536,0.027216,0.006708,0.004873,0.060850,0.000981,0.000944,0.002123,0.000031,0.000741,0.000045,0.000024,0.003703
3709810041.944399,23.106057,0.000232,0.000000,0.082523,0.000208,0.000000,245.392378,0.003445,0.000012,32.026814,35.197996,31.126316,32.901443,30.942745,33.025676,31.656964,30.627017,0.008090,0.014151,0.007872,0.004716,0.018638,0.017184,0.005532,0.079587,0.000065,0.000200,0.000062,0.000022,0.000347,0.000295,0.000031,0.006334
3709810391.943444,19.376097,0.000242,0.000000,0.086414,0.000155,0.000000,209.022365,0.003029,0.000009,31.920195,35.044064,30.900883,32.895937,31.176863,33.008852,31.647630,30.657091,0.005403,0.007647,0.014551,0.005602,0.010101,0.010053,0.005928,0.064533,0.000029,0.000058,0.000212,0.000031,0.000102,0.000101,0.000035,0.004165
3709810741.942912,17.511117,0.000170,0.000000,0.091386,0.000381,0.000000,213.820179,0.000662,0.000000,31.830029,34.904905,30.675451,32.936595,30.696216,33.052651,31.680814,30.156197,0.010945,0.008761,0.039650,0.004250,0.027945,0.015513,0.007300,0.079922,0.000120,0.000077,0.001572,0.000018,0.000781,0.000241,0.000053,0.006387
3709811091.944404,11.916178,0.000271,0.000000,0.094412,0.000348,0.000000,217.152889,0.002570,0.000007,31.609721,34.684364,30.319699,32.933046,30.367719,33.035911,31.668918,30.129696,0.013232,0.013199,0.015247,0.005394,0.019066,0.012735,0.005334,0.124652,0.000175,0.000174,0.000232,0.000029,0.000364,0.000162,0.000028,0.015538
3709811441.942852,31.809296,0.000187,0.000000,0.098952,0.000302,0.000000,217.302390,0.000362,0.000000,31.505272,34.719216,30.214307,32.919453,30.438771,32.977506,31.648684,30.086232,0.007888,0.022728,0.011851,0.005260,0.015293,0.046683,0.007732,0.049141,0.000062,0.000517,0.000140,0.000028,0.000234,0.002179,0.000060,0.002415
3709811791.944344,15.646138,0.000222,0.000000,0.100249,0.000386,0.000000,212.978377,0.053335,0.002845,31.643377,34.662793,30.369147,32.893737,30.578831,32.625083,31.598556,31.053305,0.004367,0.011751,0.007730,0.003970,0.008900,0.011839,0.006187,0.131890,0.000019,0.000138,0.000060,0.000016,0.000079,0.000140,0.000038,0.017395
3709812141.942814,44.242495,0.000362,0.000000,0.150832,0.026695,0.000713,211.740973,0.045422,0.002063,31.781771,34.625774,30.354563,32.897680,30.983391,32.597539,31.585919,31.125022,0.020737,0.038464,0.010536,0.009989,0.019251,0.042954,0.017539,0.354695,0.000430,0.001480,0.000111,0.000100,0.000371,0.001845,0.000308,0.125808
3709812491.944283,10.672858,0.000232,0.000000,0.095493,0.000302,0.000000,217.918792,0.000439,0.000000,31.860993,34.816527,30.568684,32.917341,30.652949,32.540363,31.608436,30.724352,0.006322,0.009613,0.009192,0.005075,0.008907,0.021586,0.007055,0.097193,0.000040,0.000092,0.000084,0.000026,0.000079,0.000466,0.000050,0.009446
3709812841.942732,7.564558,0.000219,0.000000,0.096358,0.000416,0.000000,217.898092,0.000339,0.000000,31.766852,34.370582,30.307964,32.933563,30.614917,32.603921,31.615505,30.760801,0.006222,0.011451,0.029552,0.005829,0.008796,0.013853,0.005990,0.148590,0.000039,0.000131,0.000873,0.000034,0.000077,0.000192,0.000036,0.022079
3709813191.944222,11.294518,0.000230,0.000000,0.096574,0.000222,0.000000,217.900392,0.000665,0.000000,31.649141,34.481158,30.048658,32.932173,30.561714,32.507260,31.602462,31.093930,0.007409,0.005477,0.006637,0.004539,0.013321,0.033752,0.011389,0.243650,0.000055,0.000030,0.000044,0.000021,0.000177,0.001139,0.000130,0.059365
3709813541.942671,19.997757,0.000268,0.000000,0.096142,0.000279,0.000000,217.893492,0.000386,0.000000,31.663141,34.470340,30.032772,32.960633,30.485085,32.600995,31.631303,30.550947,0.011279,0.008003,0.013104,0.005429,0.041039,0.018999,0.007977,0.148901,0.000127,0.000064,0.000172,0.000029,0.001684,0.000361,0.000064,0.022171
3709813891.943139,0.726299,0.000242,0.000000,0.098087,0.000317,0.000000,217.888892,0.000444,0.000000,31.633964,34.400769,29.928044,32.966835,30.346036,32.639881,31.633454,30.585181,0.009783,0.013133,0.016268,0.005777,0.016251,0.021578,0.004728,0.093219,0.000096,0.000172,0.000265,0.000033,0.000264,0.000466,0.000022,0.008690
3709814241.942625,1.969619,0.000242,0.000000,0.100249,0.000317,0.000000,215.524484,0.000563,0.000000,31.446104,34.016363,29.577051,32.951052,30.194607,32.601960,31.588726,31.005125,0.010172,0.016730,0.020347,0.005606,0.005969,0.019593,0.005660,0.096066,0.000103,0.000280,0.000414,0.000031,0.000036,0.000384,0.000032,0.009229
3709814591.943079,17.511117,0.000277,0.000000,0.103059,0.000159,0.000000,215.170283,0.000509,0.000000,31.382391,34.167724,29.445701,32.963808,30.040537,32.648779,31.611625,31.138366,0.005805,0.016876,0.006368,0.005086,0.006763,0.010311,0.006537,0.122080,0.000034,0.000285,0.000041,0.000026,0.000046,0.000106,0.000043,0.014904
3709814941.942550,0.000000,0.000259,0.000000,0.101978,0.000208,0.000000,215.167983,0.000547,0.000000,31.494167,34.065114,29.502187,32.962137,30.149161,32.638601,31.571514,30.674670,0.008348,0.013806,0.006366,0.006187,0.007049,0.018626,0.008054,0.192424,0.000070,0.000191,0.000041,0.000038,0.000050,0.000347,0.000065,0.037027
3709815291.943018,3.834599,0.000230,0.000000,0.102843,0.000416,0.000000,215.138083,0.000373,0.000000,31.373335,34.006856,29.296418,32.979554,30.064484,32.667675,31.602117,31.129005,0.004541,0.007189,0.003797,0.004185,0.005663,0.016890,0.004836,0.152400,0.000021,0.000052,0.000014,0.000018,0.000032,0.000285,0.000023,0.023226
3709815641.942491,0.000000,0.000159,0.000000,0.103491,0.000187,0.000000,215.172583,0.000348,0.000000,31.266803,33.860530,29.150767,32.985940,29.916788,32.677838,31.601540,31.184252,0.006965,0.008936,0.010446,0.005183,0.004413,0.007653,0.008746,0.163173,0.000049,0.000080,0.000109,0.000027,0.000019,0.000059,0.000076,0.026626
3709815991.942981,0.000000,0.000222,0.000000,0.105869,0.000219,0.000000,215.710785,0.016659,0.000278,31.067741,33.675250,28.765859,33.001949,29.644872,32.690181,31.596762,30.484602,0.007580,0.013263,0.015059,0.006946,0.007260,0.020634,0.009293,0.168264,0.000057,0.000176,0.000227,0.000048,0.000053,0.000426,0.000086,0.028313
3709816341.944426,0.000000,0.000279,0.000000,0.112138,0.000288,0.000000,217.695691,0.000438,0.000000,30.852665,33.523119,28.551264,33.014906,29.377208,32.712888,31.607353,30.508826,0.008941,0.013244,0.011078,0.004960,0.012456,0.014109,0.007657,0.111692,0.000080,0.000175,0.000123,0.000025,0.000155,0.000199,0.000059,0.012475
3709816691.942898,0.000000,0.000317,0.000000,0.115164,0.000312,0.000000,227.468421,0.000547,0.000000,30.634508,33.288621,28.245253,33.019390,29.049077,32.704728,31.603925,29.960932,0.012826,0.027457,0.010095,0.004897,0.007329,0.013719,0.007886,0.112649,0.000165,0.000754,0.000102,0.000024,0.000054,0.000188,0.000062,0.012690
3709817041.944388,0.000000,0.000232,0.000000,0.119055,0.000242,0.000000,227.486821,0.000581,0.000000,30.464581,33.044399,28.031854,33.012769,29.018451,32.722759,31.598531,30.352141,0.002891,0.014772,0.017012,0.006927,0.009829,0.016326,0.009423,0.116763,0.000008,0.000218,0.000289,0.000048,0.000097,0.000267,0.000089,0.013634
3709817391.942838,0.000000,0.000271,0.000000,0.123595,0.000259,0.000000,227.799622,0.000411,0.000000,30.311067,32.801746,27.745762,33.064439,28.696916,32.785004,31.671566,29.428478,0.019248,0.017983,0.018602,0.008375,0.028477,0.013292,0.008237,0.098028,0.000370,0.000323,0.000346,0.000070,0.000811,0.000177,0.000068,0.009610
3709817741.944328,0.000000,0.000159,0.000000,0.130945,0.000317,0.000000,228.190623,0.000515,0.000000,30.046796,32.613400,27.488377,33.031884,28.449345,32.731926,31.634264,29.504271,0.013652,0.015826,0.015583,0.004676,0.008514,0.012509,0.004661,0.139306,0.000186,0.000250,0.000243,0.000022,0.000072,0.000156,0.000022,0.019406
3709818091.942776,0.000000,0.000242,0.000000,0.133539,0.000302,0.000000,227.806522,0.000518,0.000000,29.918554,32.512917,27.403742,32.997121,28.408310,32.664125,31.560745,30.011746,0.007461,0.027144,0.010999,0.007255,0.004458,0.015530,0.008457,0.105467,0.000056,0.000737,0.000121,0.000053,0.000020,0.000241,0.000072,0.011123
3709818441.944246,0.000000,0.000271,0.000000,0.135484,0.000159,0.000000,227.801922,0.000661,0.000000,29.883421,32.440112,27.317013,32.988353,28.477729,32.641144,31.542444,29.819143,0.003878,0.007823,0.004995,0.005962,0.011122,0.016645,0.005638,0.196723,0.000015,0.000061,0.000025,0.000036,0.000124,0.000277,0.000032,0.038700
3709818791.942738,0.000000,0.000139,0.000000,0.136565,0.000433,0.000000,227.785822,0.000491,0.000000,29.936160,32.651888,27.338768,32.998794,28.431428,32.629252,31.534524,30.248405,0.003412,0.009084,0.005322,0.004372,0.006180,0.008989,0.005688,0.113284,0.000012,0.000083,0.000028,0.000019,0.000038,0.000081,0.000032,0.012833
3709819141.943186,0.000000,0.000208,0.000000,0.140672,0.000288,0.000000,228.234324,0.000373,0.000000,29.939248,32.459926,27.267191,33.041769,28.279234,32.693736,31.598161,29.090837,0.009504,0.008212,0.006575,0.004330,0.019108,0.008404,0.004611,0.149519,0.000090,0.000067,0.000043,0.000019,0.000365,0.000071,0.000021,0.022356
3709819491.942654,0.000000,0.000222,0.000000,0.140672,0.000327,0.000000,228.250424,0.000327,0.000000,29.792414,32.393269,27.178150,33.017612,28.190114,32.629446,31.528555,30.127544,0.005808,0.016922,0.004318,0.005920,0.010346,0.016400,0.005884,0.187606,0.000034,0.000286,0.000019,0.000035,0.000107,0.000269,0.000035,0.035196
3709819841.943125,0.000000,0.000170,0.000000,0.141969,0.000222,0.000000,228.238924,0.000353,0.000000,29.805130,32.395896,27.102353,33.033025,28.188685,32.660753,31.548825,29.493086,0.004648,0.016547,0.012390,0.004652,0.013444,0.009045,0.005945,0.216509,0.000022,0.000274,0.000153,0.000022,0.000181,0.000082,0.000035,0.046876
3709820191.942616,0.000000,0.000259,0.000000,0.143050,0.000373,0.000000,228.232024,0.000568,0.000000,29.731239,32.305571,26.986562,33.030604,28.120384,32.635847,31.537002,29.877036,0.004827,0.010090,0.003568,0.005875,0.007887,0.017540,0.007152,0.133549,0.000023,0.000102,0.000013,0.000035,0.000062,0.000308,0.000051,0.017835
3709820541.943094,0.000000,0.000173,0.000000,0.147589,0.000312,0.000000,226.217217,0.000355,0.000000,29.698673,32.129060,26.958194,33.033464,28.045142,32.646852,31.529875,29.425041,0.003174,0.011360,0.003063,0.003512,0.006196,0.011377,0.007079,0.125172,0.000010,0.000129,0.000009,0.000012,0.000038,0.000129,0.000050,0.015668
3709820891.943179,0.000000,0.000230,0.000000,0.148022,0.000355,0.000000,226.277017,0.000327,0.000000,29.633757,32.143671,26.870533,33.024334,28.027398,32.626492,31.518538,29.593715,0.005672,0.013591,0.004163,0.005265,0.002059,0.015954,0.005613,0.157126,0.000032,0.000185,0.000017,0.000028,0.000004,0.000255,0.000032,0.024689
3709821241.942648,0.000000,0.000317,0.000000,0.148238,0.000277,0.000000,226.249417,0.000855,0.000001,29.613698,32.069935,26.851800,33.039651,28.003441,32.643152,31.523093,29.401924,0.014223,0.010031,0.011529,0.007316,0.023220,0.022669,0.017161,0.144822,0.000202,0.000101,0.000133,0.000054,0.000539,0.000514,0.000294,0.020973
3709821591.943118,0.000000,0.000222,0.000000,0.149319,0.000288,0.000000,226.274717,0.000693,0.000000,29.587570,31.988227,26.777387,33.038828,27.870434,32.620313,31.520250,29.788485,0.005083,0.027467,0.009629,0.006090,0.020339,0.014101,0.009007,0.127260,0.000026,0.000754,0.000093,0.000037,0.000414,0.000199,0.000081,0.016195
3709821941.942587,0.000000,0.000319,0.000000,0.149751,0.000560,0.000000,226.254017,0.000501,0.000000,29.545638,31.953714,26.756134,33.038094,27.810814,32.623754,31.502091,29.239917,0.006281,0.008632,0.003114,0.004829,0.011817,0.016270,0.005593,0.059083,0.000039,0.000075,0.000010,0.000023,0.000140,0.000265,0.000031,0.003491
3709822291.943058,0.000000,0.000362,0.000000,0.148238,0.000230,0.000000,226.260917,0.000444,0.000000,29.496301,31.827294,26.596357,33.036123,27.757477,32.589516,31.489091,29.710445,0.003897,0.011878,0.005171,0.003197,0.005473,0.013627,0.006376,0.130419,0.000015,0.000141,0.000027,0.000010,0.000030,0.000186,0.000041,0.017009
3709822641.942529,0.000000,0.000279,0.000000,0.149103,0.000410,0.000000,226.260917,0.000277,0.000000,29.474301,31.837166,26.535449,33.077399,27.775360,32.654745,31.541864,28.949769,0.010152,0.015846,0.007346,0.004110,0.011995,0.012290,0.004778,0.102933,0.000103,0.000251,0.000054,0.000017,0.000144,0.000151,0.000023,0.010595
3709822991.942997,0.000000,0.000155,0.000000,0.152561,0.000386,0.000000,226.260917,0.000470,0.000000,29.379812,31.868790,26.508382,33.052451,27.592228,32.618734,31.507848,29.174705,0.005566,0.005548,0.003907,0.003339,0.008258,0.015506,0.008873,0.102999,0.000031,0.000031,0.000015,0.000011,0.000068,0.000240,0.000079,0.010609
3709823341.942495,0.000000,0.000230,0.000000,0.153210,0.000242,0.000000,226.254017,0.000423,0.000000,29.317236,31.766111,26.541138,33.025740,27.540355,32.563206,31.463095,29.210055,0.012085,0.021921,0.006074,0.004533,0.004757,0.014872,0.002937,0.185876,0.000146,0.000481,0.000037,0.000021,0.000023,0.000221,0.000009,0.034550
3709823691.942965,0.000000,0.000288,0.000000,0.155371,0.000327,0.000000,226.254017,0.000524,0.000000,29.323767,31.730680,26.528807,33.040927,27.603618,32.565454,31.471936,29.112816,0.004321,0.012942,0.011483,0.005829,0.005049,0.015142,0.006001,0.104324,0.000019,0.000168,0.000132,0.000034,0.000025,0.000229,0.000036,0.010883
3709824041.944455,0.000000,0.000208,0.000000,0.157965,0.000288,0.000000,226.258617,0.000491,0.000000,29.251737,31.594887,26.367981,33.047437,27.465525,32.565660,31.479364,29.189401,0.006426,0.013711,0.004173,0.005972,0.009841,0.017564,0.007288,0.159822,0.000041,0.000188,0.000017,0.000036,0.000097,0.000308,0.000053,0.025543
3709824391.942925,0.000000,0.000173,0.000000,0.158614,0.000317,0.000000,226.265517,0.000642,0.000000,29.178402,31.603815,26.328667,33.031375,27.390816,32.531735,31.444448,28.926335,0.007795,0.005514,0.004516,0.005949,0.014709,0.022045,0.009826,0.284880,0.000061,0.000030,0.000020,0.000035,0.000216,0.000486,0.000097,0.081157
3709824741.944371,0.000000,0.000187,0.000000,0.161640,0.000208,0.000000,226.260917,0.000386,0.000000,29.133143,31.624485,26.284245,33.047237,27.394732,32.543864,31.450264,29.142847,0.003818,0.011972,0.005658,0.004438,0.009504,0.012806,0.004696,0.129953,0.000015,0.000143,0.000032,0.000020,0.000090,0.000164,0.000022,0.016888
3709825091.942865,0.000000,0.000222,0.000000,0.159262,0.000222,0.000000,226.263217,0.000662,0.000000,29.117648,31.531778,26.240963,33.038210,27.338485,32.507065,31.426841,29.026526,0.004424,0.011052,0.005108,0.004880,0.007251,0.014673,0.010253,0.166697,0.000020,0.000122,0.000026,0.000024,0.000053,0.000215,0.000105,0.027788
3709825441.942629,0.000000,0.000362,0.000000,0.161208,0.000277,0.000000,226.260917,0.000416,0.000000,29.113109,31.459517,26.205540,33.055159,27.313070,32.529751,31.447400,28.811408,0.003534,0.009808,0.003617,0.004166,0.004450,0.014602,0.005907,0.141932,0.000012,0.000096,0.000013,0.000017,0.000020,0.000213,0.000035,0.020145
3709825791.943077,0.000000,0.000170,0.000000,0.162072,0.000219,0.000000,226.263217,0.000417,0.000000,29.078133,31.413925,26.165911,33.050910,27.272804,32.510372,31.424255,28.713515,0.011603,0.017948,0.005761,0.009430,0.013425,0.022802,0.011378,0.223996,0.000135,0.000322,0.000033,0.000089,0.000180,0.000520,0.000129,0.050174
3709826141.942569,0.000000,0.000232,0.000000,0.165099,0.000170,0.000000,226.263217,0.000680,0.000000,29.039765,31.451138,26.200238,33.064698,27.223595,32.530643,31.438326,28.363425,0.005396,0.007472,0.003915,0.004990,0.004971,0.010621,0.007625,0.064738,0.000029,0.000056,0.000015,0.000025,0.000025,0.000113,0.000058,0.004191
3709826491.943017,0.000000,0.000230,0.000000,0.170503,0.000242,0.000000,226.270117,0.000339,0.000000,28.979657,31.413934,26.234743,33.044903,27.126331,32.498189,31.409341,28.319622,0.004523,0.007149,0.004537,0.005443,0.007197,0.014097,0.008826,0.072763,0.000020,0.000051,0.000021,0.000030,0.000052,0.000199,0.000078,0.005294
3709826841.942508,0.000000,0.000268,0.000000,0.173745,0.000470,0.000000,226.281617,0.000381,0.000000,28.966118,31.360800,26.201411,33.037679,27.131646,32.470067,31.381305,28.483306,0.005137,0.006418,0.004127,0.004480,0.007593,0.017475,0.004296,0.125681,0.000026,0.000041,0.000017,0.000020,0.000058,0.000305,0.000018,0.015796
3709827191.942956,0.000000,0.000222,0.000000,0.178069,0.000170,0.000000,226.665719,0.000580,0.000000,28.923869,31.320845,26.136328,33.025064,27.076606,32.460722,31.377041,28.402408,0.006389,0.010951,0.007761,0.002612,0.002174,0.009393,0.008363,0.173139,0.000041,0.000120,0.000060,0.000007,0.000005,0.000088,0.000070,0.029977
3709827541.944425,0.000000,0.000312,0.000000,0.179582,0.000288,0.000000,226.700219,0.000387,0.000000,28.876735,31.294373,26.113558,33.042287,27.048501,32.471949,31.384238,27.996753,0.008242,0.007946,0.004186,0.006763,0.009259,0.016274,0.007373,0.060053,0.000068,0.000063,0.000018,0.000046,0.000086,0.000265,0.000054,0.003606
3709827891.942916,0.000000,0.000232,0.000000,0.183041,0.000312,0.000000,226.277017,0.000393,0.000000,28.845928,31.338546,26.201081,33.022816,27.004665,32.429398,31.353110,28.305108,0.007583,0.023856,0.005332,0.005532,0.008565,0.024433,0.013777,0.123473,0.000058,0.000569,0.000028,0.000031,0.000073,0.000597,0.000190,0.015246
3709828241.944468,0.000000,0.000465,0.000000,0.183689,0.000310,0.000000,226.297718,0.000346,0.000000,28.844043,31.253182,26.174746,33.019443,26.990967,32.409202,31.341101,27.922177,0.003870,0.008172,0.004620,0.005349,0.006009,0.017430,0.005734,0.078316,0.000015,0.000067,0.000021,0.000029,0.000036,0.000304,0.000033,0.006133
3709828591.942941,0.000000,0.000348,0.000000,0.184770,0.000232,0.000000,226.281617,0.000439,0.000000,28.814078,31.184519,26.172429,33.018538,27.023896,32.390767,31.332920,27.966374,0.004192,0.012092,0.006448,0.003204,0.003595,0.012470,0.005835,0.064952,0.000018,0.000146,0.000042,0.000010,0.000013,0.000156,0.000034,0.004219
3709828941.944448,0.000000,0.000288,0.000000,0.185418,0.000208,0.000000,226.295418,0.000362,0.000000,28.811212,31.252246,26.203705,33.016940,26.968045,32.359893,31.304044,28.276512,0.005184,0.021659,0.005691,0.005013,0.007491,0.015573,0.005278,0.186830,0.000027,0.000469,0.000032,0.000025,0.000056,0.000243,0.000028,0.034906
3709829291.942938,0.000000,0.000219,0.000000,0.186283,0.000302,0.000000,226.656519,0.000518,0.000000,28.820228,31.255761,26.210937,33.027274,26.946790,32.357742,31.305988,27.887096,0.006864,0.007638,0.004870,0.005514,0.009399,0.018434,0.009628,0.081890,0.000047,0.000058,0.000024,0.000030,0.000088,0.000340,0.000093,0.006706
3709829641.944385,0.000000,0.000288,0.000000,0.188445,0.000373,0.000000,226.658819,0.000491,0.000000,28.783895,31.225749,26.237576,33.020668,26.906655,32.357901,31.296765,27.850256,0.006962,0.007196,0.005271,0.006059,0.006309,0.017083,0.006914,0.047812,0.000048,0.000052,0.000028,0.000037,0.000040,0.000292,0.000048,0.002286
3709829991.942878,0.000000,0.000230,0.000000,0.188012,0.000379,0.000000,226.401218,0.002421,0.000006,28.751189,31.181572,26.171198,33.029824,26.885401,32.379428,31.294814,27.621276,0.003882,0.013877,0.004421,0.003342,0.006345,0.011663,0.003964,0.047498,0.000015,0.000193,0.000020,0.000011,0.000040,0.000136,0.000016,0.002256
3709830341.944346,0.000000,0.000416,0.000000,0.193200,0.000230,0.000000,226.695619,0.000491,0.000000,28.707268,31.136168,26.119326,33.004307,26.852183,32.327189,31.267141,27.832268,0.003992,0.016590,0.003008,0.003768,0.008454,0.017032,0.005682,0.023733,0.000016,0.000275,0.000009,0.000014,0.000071,0.000290,0.000032,0.000563
3709830691.942794,0.000000,0.000312,0.000000,0.195578,0.000173,0.000000,226.369018,0.001398,0.000002,28.697905,31.135331,26.143608,32.999308,26.876197,32.327207,31.249963,27.807856,0.003758,0.006423,0.004928,0.002899,0.004638,0.014818,0.005367,0.045558,0.000014,0.000041,0.000024,0.000008,0.000022,0.000220,0.000029,0.002075
3709831041.944286,0.000000,0.000230,0.000000,0.197308,0.000222,0.000000,226.325318,0.000485,0.000000,28.721584,31.214265,26.226059,33.015497,26.856536,32.340744,31.269763,27.579974,0.004116,0.008682,0.003993,0.004507,0.005443,0.012601,0.004856,0.019805,0.000017,0.000075,0.000016,0.000020,0.000030,0.000159,0.000024,0.000392
3709831391.942733,0.000000,0.000219,0.000000,0.196443,0.000288,0.000000,226.300018,0.000524,0.000000,28.741303,31.231865,26.304227,33.002951,26.927955,32.285957,31.227261,27.667171,0.004229,0.008000,0.007231,0.005537,0.005726,0.024285,0.006743,0.022485,0.000018,0.000064,0.000052,0.000031,0.000033,0.000590,0.000045,0.000506
