Time,Radiation [W/m^2],Radiation  S.D,Radiation  VARIANCE,Wind Speed [m/s],Wind Speed S.D,Wind Speed VARIANCE,Wind Direction [Deg],Wind Direction S.D,Wind Direction VARIANCE,TC8 Temp [C],TC2 Temp [C],TC9 Temp [C],TC6 Temp [C],TC10 Temp [C],TC12 Temp [C],TC13 Temp [C],TC14 Temp [C],TC8 S.D,TC2 S.D,TC9 S.D,TC6 S.D,TC10 S.D,TC12 S.D,TC13 S.D,TC14 S.D,TC8 Variance,TC2 Variance,TC9 Variance,TC6 Variance,TC10 Variance,TC12 Variance,TC13 Variance,TC14 Variance
3710114131.935205,44.864155,0.001004,0.000001,0.177636,0.000208,0.000000,40.625017,0.000312,0.000000,28.874709,30.224393,27.034135,32.388261,26.322496,31.108092,29.496913,29.295334,0.006020,0.008740,0.069271,0.007423,0.008359,0.023627,0.006372,0.072983,0.000036,0.000076,0.004798,0.000055,0.000070,0.000558,0.000041,0.005327
3710114481.935693,28.079336,0.002303,0.000005,0.181095,0.000575,0.000000,40.608917,0.000317,0.000000,28.885953,30.305747,29.601576,32.350352,26.521982,31.068573,29.459191,29.522073,0.004915,0.008559,0.137977,0.006312,0.009017,0.005116,0.006167,0.117473,0.000024,0.000073,0.019038,0.000040,0.000081,0.000026,0.000038,0.013800
3710114831.935146,39.890875,0.002322,0.000005,0.179150,0.000242,0.000000,40.604317,0.000277,0.000000,29.119167,30.783957,32.525239,32.363699,26.957410,31.109034,29.482270,29.489739,0.006919,0.031548,0.108107,0.005235,0.012955,0.011884,0.003702,0.148945,0.000048,0.000995,0.011687,0.000027,0.000168,0.000141,0.000014,0.022184
3710115181.935614,101.435209,0.001537,0.000002,0.177636,0.000259,0.000000,40.625017,0.000222,0.000000,29.291951,31.425046,35.110391,32.318917,27.537490,31.037662,29.405526,29.953538,0.013218,0.029974,0.144401,0.005496,0.042318,0.029860,0.006068,0.156192,0.000175,0.000898,0.020852,0.000030,0.001791,0.000892,0.000037,0.024396
3710115531.935084,52.324074,0.002012,0.000004,0.168341,0.000393,0.000000,40.608917,0.000386,0.000000,29.700476,32.115613,38.147537,32.311198,28.460466,31.066125,29.393707,30.226726,0.022377,0.025045,0.132329,0.005610,0.028538,0.020367,0.011749,0.136660,0.000501,0.000627,0.017511,0.000031,0.000814,0.000415,0.000138,0.018676
3710115881.935572,133.139866,0.001476,0.000002,0.162937,0.000317,0.000000,40.606617,0.000417,0.000000,29.967001,32.525644,40.472764,32.314265,29.024865,31.070544,29.398483,30.108351,0.028995,0.037979,0.149935,0.012133,0.050067,0.054529,0.011044,0.095493,0.000841,0.001442,0.022481,0.000147,0.002507,0.002973,0.000122,0.009119
3710116231.935023,150.546344,0.000465,0.000000,0.160559,0.000271,0.000000,40.613517,0.000485,0.000000,30.232722,33.089326,42.469241,32.315450,29.586196,31.105979,29.416910,30.492456,0.012049,0.028898,0.034052,0.003689,0.042460,0.013920,0.007127,0.118205,0.000145,0.000835,0.001160,0.000014,0.001803,0.000194,0.000051,0.013972
3710116581.935497,43.620835,0.002162,0.000005,0.158181,0.000302,0.000000,40.608917,0.000386,0.000000,30.265586,32.835810,36.246180,32.340659,29.458455,31.158928,29.499853,30.185695,0.007366,0.028491,0.180199,0.006295,0.004862,0.013085,0.006398,0.201110,0.000054,0.000812,0.032472,0.000040,0.000024,0.000171,0.000041,0.040445
3710116931.934986,135.626506,0.002693,0.000007,0.157101,0.000271,0.000000,40.613517,0.000509,0.000000,30.256584,33.137921,42.112472,32.295738,29.698406,31.093037,29.425800,30.581105,0.019732,0.058695,0.220404,0.004002,0.064903,0.021837,0.005228,0.198235,0.000389,0.003445,0.048578,0.000016,0.004212,0.000477,0.000027,0.039297
3710117281.935434,61.648973,0.001813,0.000003,0.151913,0.000159,0.000000,40.604317,0.000353,0.000000,30.452601,33.141588,36.250705,32.305995,29.885287,31.136606,29.486867,30.416526,0.004384,0.041005,0.209177,0.006673,0.017481,0.021932,0.009772,0.087144,0.000019,0.001681,0.043755,0.000045,0.000306,0.000481,0.000095,0.007594
3710117631.936903,33.052616,0.001164,0.000001,0.146292,0.000271,0.000000,40.597417,0.000450,0.000000,30.400731,32.339868,33.110178,32.302053,29.499038,31.160171,29.510844,30.763862,0.006047,0.024190,0.074671,0.003334,0.019176,0.010298,0.009148,0.049781,0.000037,0.000585,0.005576,0.000011,0.000368,0.000106,0.000084,0.002478
3710117981.935397,151.789664,0.003050,0.000009,0.141321,0.000277,0.000000,40.608917,0.000470,0.000000,30.570471,32.859334,41.352923,32.306678,29.820478,31.199894,29.491937,30.467658,0.036939,0.088755,0.200307,0.011577,0.062494,0.030797,0.013558,0.294070,0.001365,0.007877,0.040123,0.000134,0.003905,0.000948,0.000184,0.086477
3710118331.936840,159.249583,0.001334,0.000002,0.132458,0.000222,0.000000,40.611217,0.000381,0.000000,31.104392,34.482974,49.462414,32.281579,31.223071,31.194921,29.478548,31.127775,0.022178,0.056526,0.150129,0.005481,0.047591,0.016744,0.009087,0.100794,0.000492,0.003195,0.022539,0.000030,0.002265,0.000280,0.000083,0.010159
3710118681.935315,182.251001,0.002658,0.000007,0.122730,0.000208,0.000000,40.604317,0.000444,0.000000,31.590842,35.080781,49.280871,32.288191,31.840140,31.245236,29.552751,31.707563,0.009952,0.033204,0.240736,0.008432,0.009964,0.025610,0.012981,0.132423,0.000099,0.001102,0.057954,0.000071,0.000099,0.000656,0.000169,0.017536
3710119031.936791,223.902216,0.001751,0.000003,0.120785,0.000327,0.000000,40.595117,0.000465,0.000000,31.597072,34.939126,47.169928,32.320910,31.621016,31.331814,29.667641,31.141448,0.005079,0.034911,0.409816,0.004975,0.006515,0.017631,0.006136,0.272254,0.000026,0.001219,0.167949,0.000025,0.000042,0.000311,0.000038,0.074122
3710119381.935250,216.442297,0.001192,0.000001,0.117110,0.000373,0.000000,40.592817,0.000362,0.000000,31.776168,36.097066,53.398996,32.299586,32.389571,31.320060,29.657517,31.741905,0.014359,0.050811,0.118119,0.006274,0.066992,0.016410,0.006746,0.204203,0.000206,0.002582,0.013952,0.000039,0.004488,0.000269,0.000046,0.041699
3710119731.936720,262.445132,0.001780,0.000003,0.108896,0.000353,0.000000,40.583617,0.000355,0.000000,32.237355,36.941537,54.560594,32.307487,32.979408,31.397479,29.764177,31.966212,0.018946,0.031201,0.047709,0.007119,0.018230,0.028556,0.008367,0.088422,0.000359,0.000973,0.002276,0.000051,0.000332,0.000815,0.000070,0.007819
3710120081.935191,274.256671,0.001803,0.000003,0.097006,0.000450,0.000000,40.606617,0.000445,0.000000,32.716815,37.341444,57.627503,32.261062,34.332248,31.377803,29.753588,32.482177,0.037002,0.019848,0.017167,0.005789,0.057269,0.017678,0.010241,0.060385,0.001369,0.000394,0.000295,0.000034,0.003280,0.000313,0.000105,0.003646
3710120431.935683,305.339667,0.001735,0.000003,0.085766,0.000271,0.000000,40.588217,0.000581,0.000000,33.254425,38.104569,57.617109,32.293023,34.629582,31.492444,29.889495,32.314043,0.007973,0.019564,0.028244,0.003860,0.041986,0.011395,0.005817,0.162893,0.000064,0.000383,0.000798,0.000015,0.001763,0.000130,0.000034,0.026534
3710120781.935131,333.314364,0.001705,0.000003,0.082956,0.000230,0.000000,40.604317,0.000353,0.000000,33.296358,38.316647,57.703235,32.297622,34.640155,31.498953,29.945318,32.923918,0.015717,0.020204,0.158049,0.006596,0.045913,0.009610,0.008107,0.159503,0.000247,0.000408,0.024979,0.000044,0.002108,0.000092,0.000066,0.025441
3710121131.935621,332.071044,0.001667,0.000003,0.080794,0.000353,0.000000,39.845314,0.000416,0.000000,33.573789,38.664195,56.863530,32.337539,34.056860,31.619753,30.065466,32.317807,0.013276,0.007480,0.047620,0.005808,0.021288,0.015042,0.008354,0.119201,0.000176,0.000056,0.002268,0.000034,0.000453,0.000226,0.000070,0.014209
3710121481.935069,363.154040,0.001524,0.000002,0.074309,0.000277,0.000000,39.838414,0.000393,0.000000,33.921020,39.034958,59.495398,32.213934,35.290367,31.469123,29.945418,33.775163,0.064889,0.034743,0.255970,0.007680,0.106280,0.028144,0.021512,0.236200,0.004211,0.001207,0.065521,0.000059,0.011295,0.000792,0.000463,0.055790
3710121831.935561,387.398777,0.000948,0.000001,0.058745,0.000339,0.000000,39.836114,0.000438,0.000000,34.839854,39.433800,59.207732,32.222292,36.083113,31.548337,30.017547,33.914184,0.028097,0.010280,0.165668,0.009165,0.058773,0.030103,0.015693,0.080777,0.000789,0.000106,0.027446,0.000084,0.003454,0.000906,0.000246,0.006525
3710122181.935031,392.993717,0.001268,0.000002,0.053557,0.000302,0.000000,35.376396,0.000524,0.000000,35.362833,39.711768,57.511623,32.299368,35.707933,31.706175,30.177511,33.280056,0.011531,0.006537,0.092860,0.005062,0.017706,0.011853,0.007937,0.230602,0.000133,0.000043,0.008623,0.000026,0.000313,0.000140,0.000063,0.053177
3710122531.935479,417.238454,0.000826,0.000001,0.041019,0.000438,0.000000,35.385596,0.000496,0.000000,36.336578,40.160230,60.819546,32.231014,37.244058,31.626150,30.138631,34.176273,0.068306,0.020666,0.146410,0.006141,0.078823,0.013509,0.014140,0.208684,0.004666,0.000427,0.021436,0.000038,0.006213,0.000182,0.000200,0.043549
3710122881.934970,438.996551,0.000906,0.000001,0.026753,0.000277,0.000000,35.392496,0.000373,0.000000,37.251099,40.423980,60.500912,32.236273,37.980290,31.600528,30.178571,34.592842,0.076701,0.033040,0.065084,0.005095,0.029725,0.017654,0.007704,0.270714,0.005883,0.001092,0.004236,0.000026,0.000884,0.000312,0.000059,0.073286
3710123231.935418,363.775700,0.006161,0.000038,0.016377,0.000277,0.000000,35.380996,0.000348,0.000000,38.185555,40.930002,61.012462,32.226117,38.247268,31.646571,30.217082,34.765328,0.051702,0.025603,0.051431,0.004375,0.046242,0.019304,0.007956,0.087091,0.002673,0.000656,0.002645,0.000019,0.002138,0.000373,0.000063,0.007585
3710123581.936910,482.512746,0.000317,0.000000,0.005568,0.000386,0.000000,35.353396,0.000665,0.000000,38.516636,40.478460,59.348017,32.231283,38.612355,31.733344,30.237910,35.208777,0.080880,0.066371,0.347427,0.008508,0.053185,0.026307,0.007036,0.146753,0.006542,0.004405,0.120705,0.000072,0.002829,0.000692,0.000050,0.021536
3710123931.935379,499.297563,0.000423,0.000000,0.000000,0.000312,0.000000,35.261395,0.004889,0.000024,39.419008,41.352686,59.435861,32.281891,38.148482,31.797268,30.354652,34.449856,0.044142,0.026531,0.146676,0.009580,0.036084,0.031391,0.023032,0.221791,0.001949,0.000704,0.021514,0.000092,0.001302,0.000985,0.000530,0.049191
3710124281.936843,514.217401,0.000520,0.000000,0.000596,0.000348,0.000000,302.207176,0.000470,0.000000,39.768920,41.864485,60.153577,32.344138,38.316723,31.881301,30.411240,35.565650,0.050443,0.036681,0.076164,0.005630,0.033912,0.014232,0.007548,0.158757,0.002545,0.001346,0.005801,0.000032,0.001150,0.000203,0.000057,0.025204
3710124631.935314,531.623879,0.000271,0.000000,0.000000,0.000230,0.000000,263.074836,0.074073,0.005487,40.905548,42.456755,60.116106,32.289112,39.243551,31.837207,30.407855,34.953680,0.030141,0.019929,0.274216,0.010488,0.172192,0.021378,0.018230,0.244753,0.000908,0.000397,0.075194,0.000110,0.029650,0.000457,0.000332,0.059904
3710124981.936779,550.273677,0.000312,0.000000,0.000000,0.000355,0.000000,258.766922,0.000658,0.000000,40.381307,42.524012,56.085371,32.317677,37.693830,31.894525,30.441376,35.532944,0.048871,0.012991,0.078600,0.013969,0.016746,0.021599,0.018365,0.320141,0.002388,0.000169,0.006178,0.000195,0.000280,0.000467,0.000337,0.102490
3710125331.935237,562.706875,0.000381,0.000000,0.000000,0.000310,0.000000,258.734721,0.000491,0.000000,40.332163,42.630545,56.289985,32.307962,37.376663,31.889876,30.433992,35.468592,0.018259,0.011464,0.072876,0.007481,0.056520,0.026523,0.011847,0.147944,0.000333,0.000131,0.005311,0.000056,0.003195,0.000703,0.000140,0.021888
3710125681.936706,580.735013,0.000259,0.000000,0.000000,0.000373,0.000000,258.909522,0.000683,0.000000,40.441883,42.691109,56.051456,32.342046,36.864279,31.945644,30.483412,35.458926,0.008949,0.011131,0.035399,0.004700,0.028626,0.011618,0.007311,0.115647,0.000080,0.000124,0.001253,0.000022,0.000819,0.000135,0.000053,0.013374
3710126031.935197,595.654851,0.000170,0.000000,0.021997,0.007172,0.000051,255.790712,0.007693,0.000059,40.335946,42.739814,53.919839,32.322655,36.576175,31.899135,30.472530,35.003965,0.018698,0.016806,0.084012,0.005458,0.053343,0.024370,0.009265,0.082100,0.000350,0.000282,0.007058,0.000030,0.002846,0.000594,0.000086,0.006740
3710126381.936666,616.791288,0.000268,0.000000,0.000000,0.000259,0.000000,255.011009,0.003250,0.000011,40.161831,42.662492,53.124060,32.295511,36.036260,31.895363,30.435102,35.026882,0.025667,0.035201,0.015807,0.004408,0.058530,0.008034,0.003974,0.049020,0.000659,0.001239,0.000250,0.000019,0.003426,0.000065,0.000016,0.002403
3710126731.935116,632.954446,0.000386,0.000000,0.000000,0.000271,0.000000,254.656808,0.000743,0.000001,40.582905,43.146503,51.781644,32.330616,36.036369,31.947565,30.495167,34.839813,0.005385,0.009009,0.081906,0.006892,0.021486,0.013147,0.006466,0.131646,0.000029,0.000081,0.006709,0.000048,0.000462,0.000173,0.000042,0.017331
3710127081.935584,644.144324,0.000277,0.000000,0.000000,0.000317,0.000000,254.643008,0.000353,0.000000,40.934037,43.618400,52.017941,32.237538,37.167841,31.827568,30.384210,35.982771,0.058876,0.030814,0.115316,0.007602,0.181276,0.014477,0.007063,0.133676,0.003466,0.000950,0.013298,0.000058,0.032861,0.000210,0.000050,0.017869
3710127431.935054,594.411531,0.000317,0.000000,0.000000,0.000362,0.000000,254.792508,0.003045,0.000009,42.503946,44.440454,54.514719,32.264000,38.555326,31.882635,30.451113,35.599156,0.070963,0.043246,0.035557,0.010376,0.088967,0.020627,0.018392,0.130991,0.005036,0.001870,0.001264,0.000108,0.007915,0.000425,0.000338,0.017159
3710127781.935551,595.654851,0.000470,0.000000,0.000000,0.000445,0.000000,255.068509,0.000423,0.000000,43.540162,45.007649,53.504764,32.287462,39.128318,31.914298,30.492509,36.615994,0.023030,0.025577,0.199397,0.012208,0.032490,0.013034,0.002700,0.068232,0.000530,0.000654,0.039759,0.000149,0.001056,0.000170,0.000007,0.004656
3710128131.935019,682.687239,0.000906,0.000001,0.000000,0.000219,0.000000,230.888532,0.000642,0.000000,43.410995,44.992387,51.232499,32.316926,38.506776,31.977281,30.558907,36.634267,0.022656,0.007459,0.046520,0.011560,0.048532,0.019520,0.016334,0.203429,0.000513,0.000056,0.002164,0.000134,0.002355,0.000381,0.000267,0.041383
3710128481.935505,705.066996,0.000259,0.000000,0.000000,0.000379,0.000000,230.759731,0.001668,0.000003,44.100698,45.242690,52.727320,32.230814,39.475722,31.888715,30.475269,36.819679,0.044313,0.018687,0.052932,0.003001,0.018847,0.006457,0.005286,0.139366,0.001964,0.000349,0.002802,0.000009,0.000355,0.000042,0.000028,0.019423
3710128831.934976,718.743514,0.000277,0.000000,0.000000,0.000416,0.000000,230.722931,0.001698,0.000003,44.790479,45.436511,52.521297,32.102630,39.765505,31.851701,30.492806,37.587375,0.032964,0.010640,0.088544,0.008882,0.090578,0.020310,0.011337,0.192979,0.001087,0.000113,0.007840,0.000079,0.008204,0.000412,0.000129,0.037241
3710129181.936663,696.363757,0.000914,0.000001,0.000000,0.000317,0.000000,230.768931,0.000495,0.000000,45.584270,45.913557,52.012735,32.304957,41.091520,32.007836,30.597682,38.162837,0.037223,0.024971,0.143472,0.004166,0.094683,0.014558,0.003742,0.144261,0.001386,0.000624,0.020584,0.000017,0.008965,0.000212,0.000014,0.020811
3710129531.935133,746.718210,0.000187,0.000000,0.000000,0.000312,0.000000,230.617131,0.000802,0.000001,45.815582,46.061257,51.400089,32.346141,39.786075,32.078646,30.638074,37.256440,0.037440,0.014179,0.041005,0.005845,0.077656,0.012769,0.002798,0.049165,0.001402,0.000201,0.001681,0.000034,0.006030,0.000163,0.000008,0.002417
3710129881.935603,759.773068,0.000219,0.000000,0.000000,0.000268,0.000000,230.214630,0.000581,0.000000,46.496053,46.537540,52.161766,32.267037,41.605155,31.978265,30.562688,38.225154,0.097556,0.069875,0.140165,0.024787,0.046671,0.032785,0.024481,0.194651,0.009517,0.004883,0.019646,0.000614,0.002178,0.001075,0.000599,0.037889
3710130231.936879,774.692906,0.000230,0.000000,0.000000,0.000491,0.000000,230.244530,0.000746,0.000001,46.742868,46.636071,51.322645,32.388949,39.711140,32.186231,30.732291,37.504312,0.077202,0.043799,0.087219,0.013708,0.094775,0.018709,0.014860,0.216873,0.005960,0.001918,0.007607,0.000188,0.008982,0.000350,0.000221,0.047034
3710130581.935373,784.017804,0.000288,0.000000,0.000000,0.000277,0.000000,230.580331,0.000596,0.000000,46.242047,46.301124,50.474999,32.287174,39.691122,32.066913,30.627918,37.540874,0.009919,0.009627,0.023491,0.006923,0.020334,0.010458,0.005661,0.111209,0.000098,0.000093,0.000552,0.000048,0.000413,0.000109,0.000032,0.012367
3710130931.936841,793.964363,0.000319,0.000000,0.000000,0.000271,0.000000,232.903338,0.002918,0.000009,45.951809,46.242781,49.613193,32.386676,38.368562,32.215482,30.744394,36.555776,0.048215,0.026634,0.042416,0.001913,0.105715,0.009198,0.006582,0.120715,0.002325,0.000709,0.001799,0.000004,0.011176,0.000085,0.000043,0.014572
3710131281.935291,805.775901,0.000230,0.000000,0.000000,0.000271,0.000000,231.739534,0.002607,0.000007,45.798714,46.404118,48.964879,32.332358,38.502682,32.161185,30.744327,36.275875,0.021074,0.008019,0.085073,0.006035,0.135820,0.008759,0.012155,0.083794,0.000444,0.000064,0.007237,0.000036,0.018447,0.000077,0.000148,0.007021
3710131631.936759,816.344119,0.000242,0.000000,0.000000,0.000259,0.000000,233.135639,0.000538,0.000000,46.487116,46.849639,49.995917,32.260438,40.264558,32.074999,30.672547,38.010493,0.099132,0.050724,0.028114,0.003227,0.113090,0.008375,0.006803,0.105052,0.009827,0.002573,0.000790,0.000010,0.012789,0.000070,0.000046,0.011036
3710131981.935229,828.155658,0.000219,0.000000,0.000000,0.014450,0.000209,235.750747,0.004667,0.000022,47.545697,47.327724,49.266332,32.360278,39.549612,32.257874,30.817822,37.024313,0.044355,0.024288,0.094108,0.012415,0.204011,0.017508,0.008102,0.144190,0.001967,0.000590,0.008856,0.000154,0.041621,0.000307,0.000066,0.020791
3710132331.935583,835.615576,0.000259,0.000000,0.014647,0.039538,0.001563,240.725663,0.002652,0.000007,46.647667,46.930875,48.328139,32.327087,39.444464,32.237213,30.766214,37.319868,0.040108,0.012097,0.025065,0.010789,0.036605,0.012618,0.011646,0.059420,0.001609,0.000146,0.000628,0.000116,0.001340,0.000159,0.000136,0.003531
3710132681.935052,856.130353,0.000279,0.000000,0.066743,0.050449,0.002545,239.789560,0.003016,0.000009,47.228708,47.285322,48.420605,32.314929,39.565157,32.245297,30.779688,36.760769,0.021915,0.007520,0.149019,0.008130,0.142854,0.017428,0.011383,0.211156,0.000480,0.000057,0.022207,0.000066,0.020407,0.000304,0.000130,0.044587
3710133031.935522,853.643714,0.000288,0.000000,0.000000,0.000232,0.000000,239.909160,0.002497,0.000006,47.090264,47.307137,48.268611,32.277280,40.239117,32.193811,30.736600,37.815994,0.071741,0.024056,0.113763,0.006442,0.093114,0.008063,0.006757,0.091672,0.005147,0.000579,0.012942,0.000042,0.008670,0.000065,0.000046,0.008404
3710133381.934992,867.941892,0.000230,0.000000,0.000000,0.000268,0.000000,239.649259,0.002489,0.000006,48.268345,48.002591,49.785190,32.261583,41.254353,32.211569,30.776092,38.334464,0.037569,0.038142,0.030806,0.005360,0.080195,0.009933,0.009197,0.187019,0.001411,0.001455,0.000949,0.000029,0.006431,0.000099,0.000085,0.034976
3710133731.935465,869.806871,0.000271,0.000000,0.000000,0.000362,0.000000,238.991457,0.000547,0.000000,48.824799,48.207241,49.135890,32.340837,41.223377,32.350808,30.894849,38.017504,0.021636,0.014570,0.036123,0.007456,0.070236,0.009772,0.004469,0.188295,0.000468,0.000212,0.001305,0.000056,0.004933,0.000095,0.000020,0.035455
3710134081.934949,876.645130,0.000208,0.000000,0.000000,0.000310,0.000000,238.400355,0.000771,0.000001,49.661228,48.552035,50.016450,32.286382,42.060687,32.313530,30.888747,38.488403,0.005160,0.007080,0.013443,0.006939,0.041802,0.014846,0.014773,0.226920,0.000027,0.000050,0.000181,0.000048,0.001747,0.000220,0.000218,0.051493
3710134431.935420,884.105049,0.000310,0.000000,0.000000,0.025738,0.000662,232.176536,0.006508,0.000042,49.492706,48.704195,49.272637,32.330923,41.608613,32.480282,30.959021,37.466914,0.027959,0.012119,0.166102,0.021196,0.228318,0.021132,0.019675,0.098361,0.000782,0.000147,0.027590,0.000449,0.052129,0.000447,0.000387,0.009675
3710134781.935890,892.808288,0.000230,0.000000,0.000000,0.000348,0.000000,231.219733,0.017596,0.000310,48.906789,48.392261,48.267971,32.282520,41.611863,32.446322,30.916423,38.885750,0.014963,0.009220,0.026084,0.014336,0.078884,0.019364,0.014670,0.390426,0.000224,0.000085,0.000680,0.000206,0.006223,0.000375,0.000215,0.152432
3710135131.935342,887.835009,0.000353,0.000000,0.000000,0.000346,0.000000,230.377930,0.000584,0.000000,50.498419,49.378227,49.262073,32.262560,43.471007,32.461989,30.947976,38.588781,0.012456,0.075411,0.022250,0.008221,0.043047,0.008182,0.008643,0.054690,0.000155,0.005687,0.000495,0.000068,0.001853,0.000067,0.000075,0.002991
3710135481.935003,902.133186,0.000187,0.000000,0.000000,0.001435,0.000002,230.690731,0.002483,0.000006,51.117904,50.080504,48.420782,32.313605,42.915931,32.579602,31.060941,37.970549,0.029260,0.008832,0.104930,0.012422,0.166006,0.018086,0.010349,0.274882,0.000856,0.000078,0.011010,0.000154,0.027558,0.000327,0.000107,0.075560
3710135831.935457,923.269623,0.000581,0.000000,0.000000,0.000362,0.000000,230.775831,0.003300,0.000011,50.555374,50.334870,48.779680,32.286749,43.133225,32.580572,31.088663,38.847254,0.057134,0.053427,0.090059,0.010480,0.076164,0.009625,0.012011,0.262905,0.003264,0.002854,0.008111,0.000110,0.005801,0.000093,0.000144,0.069119
3710136181.934943,913.323065,0.000312,0.000000,0.000000,0.000222,0.000000,230.545831,0.000760,0.000001,50.615010,50.222084,48.110637,32.295088,42.286487,32.631090,31.141576,38.796265,0.031900,0.034121,0.055472,0.012156,0.042355,0.012427,0.017048,0.349304,0.001018,0.001164,0.003077,0.000148,0.001794,0.000154,0.000291,0.122013
3710136531.935401,826.290676,0.014272,0.000204,0.000000,0.000386,0.000000,227.222320,0.002348,0.000006,50.855529,50.274298,48.385019,32.278577,42.773753,32.656833,31.175985,38.940044,0.042127,0.035061,0.050674,0.015141,0.048451,0.024569,0.022532,0.368552,0.001775,0.001229,0.002568,0.000229,0.002348,0.000604,0.000508,0.135831
3710136881.936890,928.864562,0.000373,0.000000,0.000000,0.000277,0.000000,227.049820,0.000538,0.000000,49.081146,48.286745,46.418038,32.265918,43.204675,32.644578,31.201876,38.689035,0.025455,0.010863,0.041323,0.011316,0.055670,0.011902,0.011964,0.246915,0.000648,0.000118,0.001708,0.000128,0.003099,0.000142,0.000143,0.060967
3710137231.935705,922.026303,0.000288,0.000000,0.000000,0.052795,0.002787,231.366934,0.180288,0.032504,51.810968,50.015577,47.965307,32.297753,44.507839,32.743412,31.292343,38.735095,0.071274,0.057164,0.020679,0.030825,0.396175,0.041914,0.029235,0.223944,0.005080,0.003268,0.000428,0.000950,0.156955,0.001757,0.000855,0.050151
3710137581.935173,933.216181,0.002566,0.000007,0.000000,0.022393,0.000501,216.407687,0.041709,0.001740,51.645342,50.107205,47.440438,32.188161,44.467423,32.642089,31.222517,39.760176,0.100606,0.032870,0.045721,0.004540,0.171447,0.012155,0.006590,0.257691,0.010122,0.001080,0.002090,0.000021,0.029394,0.000148,0.000043,0.066404
3710137931.935644,926.377923,0.000259,0.000000,0.000000,0.025711,0.000661,252.140600,0.027324,0.000747,51.803712,50.396662,47.689286,32.279546,43.396983,32.810460,31.360190,38.492049,0.017406,0.013719,0.071390,0.007097,0.074325,0.008816,0.010153,0.106615,0.000303,0.000188,0.005097,0.000050,0.005524,0.000078,0.000103,0.011367
3710138281.935251,922.647963,0.000259,0.000000,0.000000,0.000312,0.000000,247.289884,0.003144,0.000010,51.249665,50.139754,47.216624,32.213453,43.762444,32.746755,31.320233,38.850959,0.060790,0.043851,0.093624,0.009754,0.081595,0.011710,0.009371,0.123106,0.003695,0.001923,0.008765,0.000095,0.006658,0.000137,0.000088,0.015155
3710138631.936876,915.188044,0.000268,0.000000,0.000000,0.000288,0.000000,244.980676,0.000658,0.000000,51.158481,50.161415,46.555090,32.288487,43.098700,32.874730,31.394783,38.273478,0.039871,0.042316,0.042035,0.013095,0.025332,0.018297,0.014963,0.092896,0.001590,0.001791,0.001767,0.000171,0.000642,0.000335,0.000224,0.008630
3710138981.935331,887.835008,0.006652,0.000044,0.000000,0.000271,0.000000,245.500478,0.000242,0.000000,52.470396,50.029399,45.962775,32.113561,46.091144,32.703868,31.273634,39.859494,0.111570,0.040625,0.032556,0.007246,0.110681,0.008079,0.009215,0.357759,0.012448,0.001650,0.001060,0.000052,0.012250,0.000065,0.000085,0.127991
3710139331.935826,915.809704,0.000476,0.000000,0.000000,0.000327,0.000000,237.903554,0.000444,0.000000,53.804807,50.462097,46.554910,32.160831,46.940377,32.676287,31.335331,40.282296,0.017681,0.006642,0.045907,0.014205,0.082313,0.066121,0.015777,0.321271,0.000313,0.000044,0.002107,0.000202,0.006776,0.004372,0.000249,0.103215
3710139681.935293,790.234401,0.014507,0.000210,0.000000,0.000346,0.000000,232.995338,0.077506,0.006007,53.585649,49.901591,45.749350,32.236220,47.326964,32.899557,31.415755,39.536811,0.051703,0.040226,0.066698,0.009427,0.028294,0.015403,0.008065,0.138174,0.002673,0.001618,0.004449,0.000089,0.000801,0.000237,0.000065,0.019092
3710140031.935638,967.407476,0.000563,0.000000,0.000000,0.000208,0.000000,199.429036,0.013616,0.000185,54.006643,49.751450,44.880116,32.156105,48.390998,32.835684,31.319557,39.639414,0.090190,0.034979,0.010786,0.004461,0.068289,0.006989,0.009692,0.240001,0.008134,0.001224,0.000116,0.000020,0.004663,0.000049,0.000094,0.057600
3710140381.935093,769.097964,0.015327,0.000235,0.000000,0.000438,0.000000,166.272137,0.001660,0.000003,54.911059,49.882106,45.160473,32.211614,48.640401,32.938758,31.398663,39.768500,0.027559,0.006880,0.040028,0.023592,0.047256,0.026084,0.028780,0.238671,0.000760,0.000047,0.001602,0.000557,0.002233,0.000680,0.000828,0.056964
3710140731.935561,614.926306,0.014898,0.000222,0.000000,0.000348,0.000000,157.886312,0.000679,0.000000,54.022665,49.203699,44.771674,32.315914,48.057422,33.077254,31.504453,39.532499,0.069295,0.066609,0.024462,0.011888,0.035636,0.016331,0.013470,0.221737,0.004802,0.004437,0.000598,0.000141,0.001270,0.000267,0.000181,0.049167
3710141081.935030,233.848775,0.000808,0.000001,0.000000,0.000277,0.000000,193.159217,0.002286,0.000005,52.924575,48.941912,45.075602,32.294444,47.599620,33.056699,31.498952,38.834304,0.022777,0.009301,0.050387,0.021999,0.049827,0.020126,0.019530,0.335781,0.000519,0.000087,0.002539,0.000484,0.002483,0.000405,0.000381,0.112749
3710141431.935518,954.974278,0.000386,0.000000,0.000000,0.000279,0.000000,198.798834,0.076841,0.005905,53.039120,49.271549,45.434612,32.309671,47.442778,33.075898,31.499297,38.376325,0.094691,0.078711,0.009485,0.020304,0.060361,0.024626,0.015113,0.417784,0.008966,0.006195,0.000090,0.000412,0.003643,0.000606,0.000228,0.174543
